date,year,season,location,sampleID,microhabitat,scientificName,stage,number,benthicArea,invDens
2020-06-05,2020,Summer,Upstream,01URSU20.UFR,UFR,Stenelmis sp.,larva,1,0.5,2
2020-06-05,2020,Summer,Upstream,01URSU20.UM,UM,Stenelmis sp.,larva,5,0.5,10
2020-06-05,2020,Summer,Upstream,01URSU20.USH,USH,Stenelmis sp.,larva,5,0.5,10
2020-06-05,2020,Summer,Upstream,01URSU20.USU,USU,Stenelmis sp.,larva,6,0.5,12
2020-06-05,2020,Summer,Upstream,01URSU20.UM,UM,Taeniopteryx sp.,larva,2,0.5,4
2020-06-05,2020,Summer,Upstream,01URSU20.USH,USH,Taeniopteryx sp.,larva,3,0.5,6
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,DFR,Acroneuria sp.,larva,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DM,DM,Acroneuria sp.,larva,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Acroneuria sp.,larva,2,0.25,8
2020-06-06,2020,Summer,Downstream,01DRSU20.DSR,DSR,Acroneuria sp.,larva,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DSR,DSR,Acroneuria sp.,larva,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,DFR,Agapetus sp.,larva,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Agapetus sp.,larva,41,0.25,164
2020-06-06,2020,Summer,Downstream,01DRSU20.DSP,DSP,Agapetus sp.,larva,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,DFR,Antocha sp.,larva,19,0.25,76
2020-06-06,2020,Summer,Downstream,01DRSU20.DM,DM,Antocha sp.,larva,5,0.25,20
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Antocha sp.,larva,21,0.25,84
2020-06-06,2020,Summer,Downstream,01DRSU20.DSP,DSP,Antocha sp.,larva,5,0.25,20
2020-06-06,2020,Summer,Downstream,01DRSU20.DSR,DSR,Antocha sp.,larva,6,0.25,24
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,DFR,Apatania sp.,larva,5,0.25,20
2020-06-06,2020,Summer,Downstream,01DRSU20.DM,DM,Apatania sp.,larva,6,0.25,24
2020-06-06,2020,Summer,Downstream,01DRSU20.DM,DM,Apatania sp.,larva,4,0.25,16
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Apatania sp.,larva,13,0.25,52
2020-06-06,2020,Summer,Downstream,01DRSU20.DSP,DSP,Apatania sp.,larva,2,0.25,8
2020-06-06,2020,Summer,Downstream,01DRSU20.DSR,DSR,Baetidae sp.,larva,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Baetis sp.,larva,6,0.25,24
2020-06-06,2020,Summer,Downstream,01DRSU20.DSP,DSP,Baetis sp.,larva,4,0.25,16
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Ceraclea sp.,larva,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DSP,DSP,Ceraclea sp.,larva,4,0.25,16
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,DFR,Cheumatopsyche sp.,larva,18,0.25,72
2020-06-06,2020,Summer,Downstream,01DRSU20.DM,DM,Cheumatopsyche sp.,larva,6,0.25,24
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Cheumatopsyche sp.,larva,28,0.25,112
2020-06-06,2020,Summer,Downstream,01DRSU20.DSP,DSP,Cheumatopsyche sp.,larva,17,0.25,68
2020-06-06,2020,Summer,Downstream,01DRSU20.DSR,DSR,Cheumatopsyche sp.,larva,9,0.25,36
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,DFR,Chimarra sp.,larva,2,0.25,8
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Chimarra sp.,larva,2,0.25,8
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Chimarra sp.,larva,2,0.25,8
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,DFR,Chironomidae sp.,larva,148,0.25,592
2020-06-06,2020,Summer,Downstream,01DRSU20.DM,DM,Chironomidae sp.,larva,151,0.25,604
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Chironomidae sp.,larva,146,0.25,584
2020-06-06,2020,Summer,Downstream,01DRSU20.DSP,DSP,Chironomidae sp.,larva,541,0.25,2164
2020-06-06,2020,Summer,Downstream,01DRSU20.DSR,DSR,Chironomidae sp.,larva,465,0.25,1860
2020-06-06,2020,Summer,Downstream,01DRSU20.DM,DM,Clinocera sp.,larva,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,DFR,Dannella sp.,larva,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DSP,DSP,Dannella sp.,larva,5,0.25,20
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Dolophilodes sp.,larva,2,0.25,8
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,DFR,Drunella walkeri,larva,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Drunella walkeri,larva,6,0.25,24
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Epeorus vitreus,larva,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,DFR,Ephemerella sp.,larva,3,0.25,12
2020-06-06,2020,Summer,Downstream,01DRSU20.DM,DM,Ephemerella sp.,larva,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Ephemerella sp.,larva,10,0.25,40
2020-06-06,2020,Summer,Downstream,01DRSU20.DSP,DSP,Ephemerella sp.,larva,5,0.25,20
2020-06-06,2020,Summer,Downstream,01DRSU20.DSP,DSP,Glossosoma sp.,larva,4,0.25,16
2020-06-06,2020,Summer,Downstream,01DRSU20.DSR,DSR,Glossosoma sp.,larva,2,0.25,8
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,DFR,Goera sp.,larva,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DSP,DSP,Helicopsyche sp.,larva,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Hemiptera sp.,larva,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,DFR,Hydropsyche sp.,larva,10,0.25,40
2020-06-06,2020,Summer,Downstream,01DRSU20.DM,DM,Hydropsyche sp.,larva,3,0.25,12
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Hydropsyche sp.,larva,23,0.25,92
2020-06-06,2020,Summer,Downstream,01DRSU20.DSP,DSP,Hydropsyche sp.,larva,4,0.25,16
2020-06-06,2020,Summer,Downstream,01DRSU20.DSR,DSR,Hydropsyche sp.,larva,2,0.25,8
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,DFR,Hydropsychidae sp.,larva,11,0.25,44
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Hydropsychidae sp.,larva,40,0.25,160
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Hydropsychidae sp.,larva,92,0.25,368
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,DFR,Isonychia sp.,larva,2,0.25,8
2020-06-06,2020,Summer,Downstream,01DRSU20.DM,DM,Isonychia sp.,larva,7,0.25,28
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Isonychia sp.,larva,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DSP,DSP,Isonychia sp.,larva,3,0.25,12
2020-06-06,2020,Summer,Downstream,01DRSU20.DSR,DSR,Isonychia sp.,larva,2,0.25,8
2020-06-06,2020,Summer,Downstream,01DRSU20.DSR,DSR,Isonychia sp.,larva,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,DFR,Iswaeon anoka,larva,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,DFR,Lepidoptera sp.,larva,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,DFR,Leucrocuta sp.,larva,100,0.25,400
2020-06-06,2020,Summer,Downstream,01DRSU20.DM,DM,Leucrocuta sp.,larva,27,0.25,108
2020-06-06,2020,Summer,Downstream,01DRSU20.DM,DM,Leucrocuta sp.,larva,2,0.25,8
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Leucrocuta sp.,larva,4,0.25,16
2020-06-06,2020,Summer,Downstream,01DRSU20.DSP,DSP,Leucrocuta sp.,larva,2,0.25,8
2020-06-06,2020,Summer,Downstream,01DRSU20.DSP,DSP,Leucrocuta sp.,larva,43,0.25,172
2020-06-06,2020,Summer,Downstream,01DRSU20.DSR,DSR,Leucrocuta sp.,larva,13,0.25,52
2020-06-06,2020,Summer,Downstream,01DRSU20.DSR,DSR,Leucrocuta sp.,larva,3,0.25,12
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,DFR,Leuctra sp.,larva,5,0.25,20
2020-06-06,2020,Summer,Downstream,01DRSU20.DM,DM,Leuctra sp.,larva,2,0.25,8
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Leuctra sp.,larva,2,0.25,8
2020-06-06,2020,Summer,Downstream,01DRSU20.DSP,DSP,Leuctra sp.,larva,3,0.25,12
2020-06-06,2020,Summer,Downstream,01DRSU20.DSR,DSR,Leuctra sp.,larva,5,0.25,20
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,DFR,Maccaffertium sp.,larva,14,0.25,56
2020-06-06,2020,Summer,Downstream,01DRSU20.DM,DM,Maccaffertium sp.,larva,12,0.25,48
2020-06-06,2020,Summer,Downstream,01DRSU20.DM,DM,Maccaffertium sp.,larva,2,0.25,8
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Maccaffertium sp.,larva,12,0.25,48
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Maccaffertium sp.,larva,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DSP,DSP,Maccaffertium sp.,larva,7,0.25,28
2020-06-06,2020,Summer,Downstream,01DRSU20.DSP,DSP,Maccaffertium sp.,larva,3,0.25,12
2020-06-06,2020,Summer,Downstream,01DRSU20.DSR,DSR,Maccaffertium sp.,larva,24,0.25,96
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,DFR,Neophylax sp.,larva,24,0.25,96
2020-06-06,2020,Summer,Downstream,01DRSU20.DM,DM,Neophylax sp.,larva,8,0.25,32
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Neophylax sp.,larva,24,0.25,96
2020-06-06,2020,Summer,Downstream,01DRSU20.DSP,DSP,Neophylax sp.,larva,4,0.25,16
2020-06-06,2020,Summer,Downstream,01DRSU20.DSR,DSR,Neophylax sp.,larva,12,0.25,48
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Nigronia sp.,larva,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,DFR,Optioservus sp.,larva,9,0.25,36
2020-06-06,2020,Summer,Downstream,01DRSU20.DM,DM,Optioservus sp.,larva,2,0.25,8
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Optioservus sp.,larva,18,0.25,72
2020-06-06,2020,Summer,Downstream,01DRSU20.DSP,DSP,Optioservus sp.,larva,2,0.25,8
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,DFR,Perlesta sp.,larva,4,0.25,16
2020-06-06,2020,Summer,Downstream,01DRSU20.DM,DM,Perlesta sp.,larva,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Perlesta sp.,larva,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Perlesta sp.,larva,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Perlesta sp.,larva,5,0.25,20
2020-06-06,2020,Summer,Downstream,01DRSU20.DSP,DSP,Perlesta sp.,larva,3,0.25,12
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Plauditus sp.,larva,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DSP,DSP,Plauditus sp.,larva,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DSR,DSR,Plauditus sp.,larva,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,DFR,Polycentropus sp.,larva,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DSP,DSP,Polycentropus sp.,larva,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,DFR,Procloeon sp.,larva,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,DFR,Psephenus sp.,larva,16,0.25,64
2020-06-06,2020,Summer,Downstream,01DRSU20.DM,DM,Psephenus sp.,larva,13,0.25,52
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Psephenus sp.,larva,10,0.25,40
2020-06-06,2020,Summer,Downstream,01DRSU20.DSP,DSP,Psephenus sp.,larva,8,0.25,32
2020-06-06,2020,Summer,Downstream,01DRSU20.DSR,DSR,Psephenus sp.,larva,7,0.25,28
2020-06-06,2020,Summer,Downstream,01DRSU20.DM,DM,Pycnopsyche sp.,larva,3,0.25,12
2020-06-06,2020,Summer,Downstream,01DRSU20.DSP,DSP,Pycnopsyche sp.,larva,9,0.25,36
2020-06-06,2020,Summer,Downstream,01DRSU20.DSR,DSR,Pycnopsyche sp.,larva,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,DFR,Rhagovelia sp.,larva,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,DFR,Rhyacophila sp.,larva,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Rhyacophila sp.,larva,3,0.25,12
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,DFR,Stenacron interpunctatum,larva,2,0.25,8
2020-06-06,2020,Summer,Downstream,01DRSU20.DM,DM,Stenacron interpunctatum,larva,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DSP,DSP,Stenacron interpunctatum,larva,4,0.25,16
2020-06-06,2020,Summer,Downstream,01DRSU20.DSR,DSR,Stenacron interpunctatum,larva,10,0.25,40
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,DFR,Stenelmis sp.,larva,41,0.25,164
2020-06-06,2020,Summer,Downstream,01DRSU20.DM,DM,Stenelmis sp.,larva,8,0.25,32
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Stenelmis sp.,larva,40,0.25,160
2020-06-06,2020,Summer,Downstream,01DRSU20.DSP,DSP,Stenelmis sp.,larva,6,0.25,24
2020-06-06,2020,Summer,Downstream,01DRSU20.DSR,DSR,Stenelmis sp.,larva,7,0.25,28
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,DFR,Taeniopteryx sp.,larva,3,0.25,12
2020-06-06,2020,Summer,Downstream,01DRSU20.DM,DM,Taeniopteryx sp.,larva,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Taeniopteryx sp.,larva,2,0.25,8
2020-06-06,2020,Summer,Downstream,01DRSU20.DSP,DSP,Taeniopteryx sp.,larva,7,0.25,28
2020-06-06,2020,Summer,Downstream,01DRSU20.DSR,DSR,Taeniopteryx sp.,larva,2,0.25,8
2020-06-07,2020,Summer,Downstream,02DRSU20.DFR,DFR,Acroneuria sp.,larva,3,0.25,12
2020-06-07,2020,Summer,Downstream,02DRSU20.DSH,DSH,Acroneuria sp.,larva,1,0.25,4
2020-06-07,2020,Summer,Upstream,02URSU20.UM,UM,Agapetus sp.,larva,1,0.5,2
2020-06-07,2020,Summer,Upstream,02URSU20.USU,USU,Agapetus sp.,larva,1,0.5,2
2020-06-07,2020,Summer,Downstream,02DRSU20.DFR,DFR,Antocha sp.,larva,3,0.25,12
2020-06-07,2020,Summer,Downstream,02DRSU20.DM,DM,Antocha sp.,larva,10,0.25,40
2020-06-07,2020,Summer,Downstream,02DRSU20.DSH,DSH,Antocha sp.,larva,9,0.25,36
2020-06-07,2020,Summer,Downstream,02DRSU20.DSP,DSP,Antocha sp.,larva,6,0.25,24
2020-06-07,2020,Summer,Downstream,02DRSU20.DSR,DSR,Antocha sp.,larva,4,0.25,16
2020-06-07,2020,Summer,Upstream,02URSU20.UFR,UFR,Antocha sp.,larva,3,0.5,6
2020-06-07,2020,Summer,Upstream,02URSU20.UM,UM,Antocha sp.,larva,68,0.5,136
2020-06-07,2020,Summer,Upstream,02URSU20.USH,USH,Antocha sp.,larva,15,0.5,30
2020-06-07,2020,Summer,Upstream,02URSU20.USR,USR,Antocha sp.,larva,12,0.5,24
2020-06-07,2020,Summer,Upstream,02URSU20.USU,USU,Antocha sp.,larva,13,0.5,26
2020-06-07,2020,Summer,Downstream,02DRSU20.DFR,DFR,Apatania sp.,larva,2,0.25,8
2020-06-07,2020,Summer,Downstream,02DRSU20.DM,DM,Apatania sp.,larva,6,0.25,24
2020-06-07,2020,Summer,Downstream,02DRSU20.DSH,DSH,Apatania sp.,larva,5,0.25,20
2020-06-07,2020,Summer,Downstream,02DRSU20.DSP,DSP,Apatania sp.,larva,16,0.25,64
2020-06-07,2020,Summer,Downstream,02DRSU20.DSR,DSR,Apatania sp.,larva,9,0.25,36
2020-06-07,2020,Summer,Upstream,02URSU20.UFR,UFR,Apatania sp.,larva,8,0.5,16
2020-06-07,2020,Summer,Upstream,02URSU20.UM,UM,Apatania sp.,larva,149,0.5,298
2020-06-07,2020,Summer,Upstream,02URSU20.USH,USH,Apatania sp.,larva,104,0.5,208
2020-06-07,2020,Summer,Upstream,02URSU20.USR,USR,Apatania sp.,larva,19,0.5,38
2020-06-07,2020,Summer,Upstream,02URSU20.USU,USU,Apatania sp.,larva,56,0.5,112
2020-06-07,2020,Summer,Downstream,02DRSU20.DM,DM,Baetis sp.,larva,1,0.25,4
2020-06-07,2020,Summer,Downstream,02DRSU20.DSH,DSH,Baetis sp.,larva,2,0.25,8
2020-06-07,2020,Summer,Downstream,02DRSU20.DSP,DSP,Baetis sp.,larva,5,0.25,20
2020-06-07,2020,Summer,Downstream,02DRSU20.DSR,DSR,Baetis sp.,larva,3,0.25,12
2020-06-07,2020,Summer,Upstream,02URSU20.UFR,UFR,Baetis sp.,larva,4,0.5,8
2020-06-07,2020,Summer,Upstream,02URSU20.UM,UM,Baetis sp.,larva,15,0.5,30
2020-06-07,2020,Summer,Upstream,02URSU20.USH,USH,Baetis sp.,larva,5,0.5,10
2020-06-07,2020,Summer,Upstream,02URSU20.USR,USR,Baetis sp.,larva,4,0.5,8
2020-06-07,2020,Summer,Upstream,02URSU20.USU,USU,Baetis sp.,larva,10,0.5,20
2020-06-07,2020,Summer,Downstream,02DRSU20.DSR,DSR,Ceraclea sp.,larva,1,0.25,4
2020-06-07,2020,Summer,Upstream,02URSU20.UFR,UFR,Cernotina sp.,larva,1,0.5,2
2020-06-07,2020,Summer,Upstream,02URSU20.USR,USR,Cernotina sp.,larva,1,0.5,2
2020-06-07,2020,Summer,Downstream,02DRSU20.DFR,DFR,Cheumatopsyche sp.,larva,1,0.25,4
2020-06-07,2020,Summer,Downstream,02DRSU20.DM,DM,Cheumatopsyche sp.,larva,3,0.25,12
2020-06-07,2020,Summer,Downstream,02DRSU20.DSH,DSH,Cheumatopsyche sp.,larva,2,0.25,8
2020-06-07,2020,Summer,Downstream,02DRSU20.DSP,DSP,Cheumatopsyche sp.,larva,5,0.25,20
2020-06-07,2020,Summer,Downstream,02DRSU20.DSR,DSR,Cheumatopsyche sp.,larva,2,0.25,8
2020-06-07,2020,Summer,Upstream,02URSU20.UM,UM,Cheumatopsyche sp.,larva,12,0.5,24
2020-06-07,2020,Summer,Upstream,02URSU20.USH,USH,Cheumatopsyche sp.,larva,11,0.5,22
2020-06-07,2020,Summer,Upstream,02URSU20.USR,USR,Cheumatopsyche sp.,larva,4,0.5,8
2020-06-07,2020,Summer,Upstream,02URSU20.USU,USU,Cheumatopsyche sp.,larva,13,0.5,26
2020-06-07,2020,Summer,Downstream,02DRSU20.DSP,DSP,Chimarra sp.,larva,32,0.25,128
2020-06-07,2020,Summer,Upstream,02URSU20.UM,UM,Chimarra sp.,larva,1,0.5,2
2020-06-07,2020,Summer,Downstream,02DRSU20.DFR,DFR,Chironomidae sp.,larva,58,0.25,232
2020-06-07,2020,Summer,Downstream,02DRSU20.DM,DM,Chironomidae sp.,larva,88,0.25,352
2020-06-07,2020,Summer,Downstream,02DRSU20.DSH,DSH,Chironomidae sp.,larva,55,0.25,220
2020-06-07,2020,Summer,Downstream,02DRSU20.DSP,DSP,Chironomidae sp.,larva,235,0.25,940
2020-06-07,2020,Summer,Downstream,02DRSU20.DSR,DSR,Chironomidae sp.,larva,47,0.25,188
2020-06-07,2020,Summer,Upstream,02URSU20.UFR,UFR,Chironomidae sp.,larva,190,0.5,380
2020-06-07,2020,Summer,Upstream,02URSU20.UM,UM,Chironomidae sp.,larva,707,0.5,1414
2020-06-07,2020,Summer,Upstream,02URSU20.USH,USH,Chironomidae sp.,larva,190,0.5,380
2020-06-07,2020,Summer,Upstream,02URSU20.USR,USR,Chironomidae sp.,larva,238,0.5,476
2020-06-07,2020,Summer,Upstream,02URSU20.USU,USU,Chironomidae sp.,larva,338,0.5,676
2020-06-07,2020,Summer,Upstream,02URSU20.USU,USU,Clinocera sp.,larva,1,0.5,2
2020-06-07,2020,Summer,Upstream,02URSU20.USU,USU,Corydalus sp.,larva,1,0.5,2
2020-06-07,2020,Summer,Downstream,02DRSU20.DSR,DSR,Dannella sp.,larva,1,0.25,4
2020-06-07,2020,Summer,Upstream,02URSU20.UFR,UFR,Dannella sp.,larva,1,0.5,2
2020-06-07,2020,Summer,Upstream,02URSU20.UM,UM,Dannella sp.,larva,1,0.5,2
2020-06-07,2020,Summer,Upstream,02URSU20.USH,USH,Dannella sp.,larva,2,0.5,4
2020-06-07,2020,Summer,Upstream,02URSU20.USR,USR,Dannella sp.,larva,3,0.5,6
2020-06-07,2020,Summer,Downstream,02DRSU20.DSP,DSP,Drunella walkeri,larva,3,0.25,12
2020-06-07,2020,Summer,Upstream,02URSU20.UFR,UFR,Drunella walkeri,larva,4,0.5,8
2020-06-07,2020,Summer,Upstream,02URSU20.USR,USR,Drunella walkeri,larva,3,0.5,6
2020-06-07,2020,Summer,Upstream,02URSU20.USU,USU,Drunella walkeri,larva,4,0.5,8
2020-06-07,2020,Summer,Upstream,02URSU20.USU,USU,Epeorus sp.,larva,1,0.5,2
2020-06-07,2020,Summer,Downstream,02DRSU20.DSH,DSH,Ephemerella sp.,larva,2,0.25,8
2020-06-07,2020,Summer,Downstream,02DRSU20.DSP,DSP,Ephemerella sp.,larva,1,0.25,4
2020-06-07,2020,Summer,Downstream,02DRSU20.DSR,DSR,Ephemerella sp.,larva,1,0.25,4
2020-06-07,2020,Summer,Upstream,02URSU20.UM,UM,Ephemerella sp.,larva,12,0.5,24
2020-06-07,2020,Summer,Upstream,02URSU20.USR,USR,Ephemerella sp.,larva,1,0.5,2
2020-06-07,2020,Summer,Upstream,02URSU20.USU,USU,Ephemerella sp.,larva,2,0.5,4
2020-06-07,2020,Summer,Downstream,02DRSU20.DSP,DSP,Glossosoma sp.,larva,1,0.25,4
2020-06-07,2020,Summer,Upstream,02URSU20.UM,UM,Glossosoma sp.,larva,9,0.5,18
2020-06-07,2020,Summer,Upstream,02URSU20.USH,USH,Glossosoma sp.,larva,5,0.5,10
2020-06-07,2020,Summer,Upstream,02URSU20.USU,USU,Glossosoma sp.,larva,2,0.5,4
2020-06-07,2020,Summer,Downstream,02DRSU20.DSP,DSP,Helicopsyche sp.,larva,2,0.25,8
2020-06-07,2020,Summer,Upstream,02URSU20.UM,UM,Helicopsyche sp.,larva,1,0.5,2
2020-06-07,2020,Summer,Upstream,02URSU20.USU,USU,Helicopsyche sp.,larva,1,0.5,2
2020-06-07,2020,Summer,Downstream,02DRSU20.DSP,DSP,Hemiptera sp.,larva,5,0.25,20
2020-06-07,2020,Summer,Downstream,02DRSU20.DSH,DSH,Hydropsyche sp.,larva,1,0.25,4
2020-06-07,2020,Summer,Downstream,02DRSU20.DSR,DSR,Hydropsyche sp.,larva,2,0.25,8
2020-06-07,2020,Summer,Downstream,02DRSU20.DSR,DSR,Hydropsyche sp.,larva,1,0.25,4
2020-06-07,2020,Summer,Upstream,02URSU20.UFR,UFR,Hydropsyche sp.,larva,1,0.5,2
2020-06-07,2020,Summer,Upstream,02URSU20.UM,UM,Hydropsyche sp.,larva,39,0.5,78
2020-06-07,2020,Summer,Upstream,02URSU20.USH,USH,Hydropsyche sp.,larva,9,0.5,18
2020-06-07,2020,Summer,Upstream,02URSU20.USR,USR,Hydropsyche sp.,larva,1,0.5,2
2020-06-07,2020,Summer,Upstream,02URSU20.USU,USU,Hydropsyche sp.,larva,11,0.5,22
2020-06-07,2020,Summer,Downstream,02DRSU20.DFR,DFR,Hydropsychidae sp.,larva,1,0.25,4
2020-06-07,2020,Summer,Downstream,02DRSU20.DM,DM,Hydropsychidae sp.,larva,5,0.25,20
2020-06-07,2020,Summer,Downstream,02DRSU20.DSH,DSH,Hydropsychidae sp.,larva,10,0.25,40
2020-06-07,2020,Summer,Downstream,02DRSU20.DSH,DSH,Hydropsychidae sp.,larva,3,0.25,12
2020-06-07,2020,Summer,Downstream,02DRSU20.DSR,DSR,Hydropsychidae sp.,larva,4,0.25,16
2020-06-07,2020,Summer,Upstream,02URSU20.UM,UM,Hydropsychidae sp.,larva,23,0.5,46
2020-06-07,2020,Summer,Upstream,02URSU20.UM,UM,Hydropsychidae sp.,larva,26,0.5,52
2020-06-07,2020,Summer,Upstream,02URSU20.USH,USH,Hydropsychidae sp.,larva,2,0.5,4
2020-06-07,2020,Summer,Upstream,02URSU20.USU,USU,Hydropsychidae sp.,larva,6,0.5,12
2020-06-07,2020,Summer,Downstream,02DRSU20.DM,DM,Hydroptilidae sp.,larva,1,0.25,4
2020-06-07,2020,Summer,Downstream,02DRSU20.DSR,DSR,Isonychia sp.,larva,1,0.25,4
2020-06-07,2020,Summer,Downstream,02DRSU20.DSR,DSR,Isonychia sp.,larva,1,0.25,4
2020-06-07,2020,Summer,Upstream,02URSU20.UM,UM,Isonychia sp.,larva,5,0.5,10
2020-06-07,2020,Summer,Upstream,02URSU20.USH,USH,Isonychia sp.,larva,1,0.5,2
2020-06-07,2020,Summer,Upstream,02URSU20.USU,USU,Isonychia sp.,larva,1,0.5,2
2020-06-07,2020,Summer,Downstream,02DRSU20.DFR,DFR,Leucrocuta sp.,larva,21,0.25,84
2020-06-07,2020,Summer,Downstream,02DRSU20.DM,DM,Leucrocuta sp.,larva,58,0.25,232
2020-06-07,2020,Summer,Downstream,02DRSU20.DM,DM,Leucrocuta sp.,larva,1,0.25,4
2020-06-07,2020,Summer,Downstream,02DRSU20.DSH,DSH,Leucrocuta sp.,larva,17,0.25,68
2020-06-07,2020,Summer,Downstream,02DRSU20.DSP,DSP,Leucrocuta sp.,larva,89,0.25,356
2020-06-07,2020,Summer,Downstream,02DRSU20.DSR,DSR,Leucrocuta sp.,larva,46,0.25,184
2020-06-07,2020,Summer,Upstream,02URSU20.UFR,UFR,Leucrocuta sp.,larva,17,0.5,34
2020-06-07,2020,Summer,Upstream,02URSU20.UFR,UFR,Leucrocuta sp.,larva,1,0.5,2
2020-06-07,2020,Summer,Upstream,02URSU20.UM,UM,Leucrocuta sp.,larva,34,0.5,68
2020-06-07,2020,Summer,Upstream,02URSU20.USH,USH,Leucrocuta sp.,larva,25,0.5,50
